?web-scraper-order,web-scraper-start-url,job-name,company-name,job-type,job-location,when-posted,pagination,pagination-href
"1611310118-1","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative B2C - EdTech (H/F) Paris","Dream Catcher Sales","Freelance","Paris","1 hour ago","",""
"1611310118-10","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business development intern","Swan","Internship","Paris","4 days ago","",""
"1611310118-11","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative - Stage de fin d'études - Juillet 2021","PlayPlay","Internship","Paris","4 days ago","",""
"1611310118-12","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative - Stage de fin d'études - ASAP","PlayPlay","Internship","Paris","4 days ago","",""
"1611310118-13","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative","PlayPlay","Permanent contract","Paris","4 days ago","",""
"1611310118-14","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative France H/F","MYTRAFFIC","Permanent contract","Paris","4 days ago","",""
"1611310118-15","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative BtoB (BDR) H/F","Verteego","Permanent contract","Paris","7 days ago","",""
"1611310118-16","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative BtoB (BDR) H/F","Verteego","Permanent contract","Nantes","7 days ago","",""
"1611310118-17","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative","Front","Permanent contract","Paris 3e arrondissement","7 days ago","",""
"1611310118-18","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Manager Middle East and Turkey (H/F)","METRON","Permanent contract","","9 days ago","",""
"1611310118-19","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Manager","finfrog","Permanent contract","Paris","9 days ago","",""
"1611310118-2","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative- France","Powell Software","Permanent contract","","19 hours ago","",""
"1611310118-20","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Manager H/F","XXII GROUP","Permanent contract","Suresnes","10 days ago","",""
"1611310118-21","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development and Communications Manager - OTT Industry (H/F)","Molotov","Permanent contract","","11 days ago","",""
"1611310118-22","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Manager","Cafeyn","Permanent contract","Paris","11 days ago","",""
"1611310118-23","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Intern","Convelio","Internship","","11 days ago","",""
"1611310118-24","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative","Trustpair","Permanent contract","","11 days ago","",""
"1611310118-25","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Manager (H/F)","InterCloud","Permanent contract","Paris","17 days ago","",""
"1611310118-26","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative (BDR)","Javelo","Permanent contract","Paris","17 days ago","",""
"1611310118-27","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative - Paris - France ??","CybelAngel","Permanent contract","Paris","18 days ago","",""
"1611310118-28","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development - Sales","ZeClef","Internship","Paris","25 days ago","",""
"1611310118-29","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative","Artifakt","Permanent contract","","28 days ago","",""
"1611310118-3","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development and Sales","Box2Home","Internship","Paris","21 hours ago","",""
"1611310118-30","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development internship","Stockly","Internship","","last month","",""
"1611310118-4","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative (H/F)","Yespark","Permanent contract","","yesterday","",""
"1611310118-5","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development and Sales - Stage Avril 2021","Garantme","Internship","Paris","2 days ago","",""
"1611310118-6","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative (H/F)","SPARTED","Permanent contract","Paris","4 days ago","",""
"1611310118-7","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative “BDR”","Ubble","Permanent contract","","4 days ago","",""
"1611310118-8","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative - FR","Spendesk","Permanent contract","Paris","4 days ago","",""
"1611310118-9","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative","Sharework","Permanent contract","","4 days ago","",""
"1611310129-31","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative “BDR”","Ubble","Permanent contract","","4 days ago","›","https://www.welcometothejungle.com/en/jobs?page=2&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development"
"1611310129-40","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Internship - Business Development Representative","FieldBox.ai","Internship","Bordeaux","2 months ago","›","https://www.welcometothejungle.com/en/jobs?page=2&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development"
