?web-scraper-order,web-scraper-start-url,job-name,company-name,job-type,job-location,when-posted,pagination,pagination-href
"1611310138-79","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Manager","finfrog","Permanent contract","Paris","9 days ago","›","https://www.welcometothejungle.com/en/jobs?page=3&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development"
"1611310138-62","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative- France","Powell Software","Permanent contract","","19 hours ago","›","https://www.welcometothejungle.com/en/jobs?page=3&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development"
"1611310138-80","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Manager H/F","XXII GROUP","Permanent contract","Suresnes","10 days ago","›","https://www.welcometothejungle.com/en/jobs?page=3&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development"
"1611310138-81","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development and Communications Manager - OTT Industry (H/F)","Molotov","Permanent contract","","11 days ago","›","https://www.welcometothejungle.com/en/jobs?page=3&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development"
"1611310138-82","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Manager","Cafeyn","Permanent contract","Paris","11 days ago","›","https://www.welcometothejungle.com/en/jobs?page=3&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development"
"1611310138-83","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Intern","Convelio","Internship","","11 days ago","›","https://www.welcometothejungle.com/en/jobs?page=3&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development"
"1611310138-84","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative","Trustpair","Permanent contract","","11 days ago","›","https://www.welcometothejungle.com/en/jobs?page=3&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development"
"1611310138-85","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Manager (H/F)","InterCloud","Permanent contract","Paris","17 days ago","›","https://www.welcometothejungle.com/en/jobs?page=3&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development"
"1611310138-86","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative (BDR)","Javelo","Permanent contract","Paris","17 days ago","›","https://www.welcometothejungle.com/en/jobs?page=3&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development"
"1611310138-87","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative - Paris - France ??","CybelAngel","Permanent contract","Paris","18 days ago","›","https://www.welcometothejungle.com/en/jobs?page=3&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development"
"1611310138-88","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development - Sales","ZeClef","Internship","Paris","25 days ago","›","https://www.welcometothejungle.com/en/jobs?page=3&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development"
"1611310138-89","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative","Artifakt","Permanent contract","","28 days ago","›","https://www.welcometothejungle.com/en/jobs?page=3&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development"
"1611310138-63","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development and Sales","Box2Home","Internship","Paris","21 hours ago","›","https://www.welcometothejungle.com/en/jobs?page=3&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development"
"1611310138-90","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development internship","Stockly","Internship","","last month","›","https://www.welcometothejungle.com/en/jobs?page=3&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development"
"1611310138-64","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative (H/F)","Yespark","Permanent contract","","yesterday","›","https://www.welcometothejungle.com/en/jobs?page=3&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development"
"1611310138-65","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development and Sales - Stage Avril 2021","Garantme","Internship","Paris","2 days ago","›","https://www.welcometothejungle.com/en/jobs?page=3&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development"
"1611310138-66","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative (H/F)","SPARTED","Permanent contract","Paris","4 days ago","›","https://www.welcometothejungle.com/en/jobs?page=3&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development"
"1611310138-67","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative “BDR”","Ubble","Permanent contract","","4 days ago","›","https://www.welcometothejungle.com/en/jobs?page=3&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development"
"1611310138-68","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative - FR","Spendesk","Permanent contract","Paris","4 days ago","›","https://www.welcometothejungle.com/en/jobs?page=3&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development"
"1611310138-69","https://www.welcometothejungle.com/en/jobs?page=1&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development","Business Development Representative","Sharework","Permanent contract","","4 days ago","›","https://www.welcometothejungle.com/en/jobs?page=3&aroundQuery=France%2C%20France&refinementList%5Boffice.country_code%5D%5B%5D=FR&refinementList%5Borganization.size.en%5D%5B%5D=%3C%2015%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2050%20and%20250%20employees&refinementList%5Borganization.size.en%5D%5B%5D=Between%2015%20and%2050%20employees&refinementList%5Bsectors_name.en.Tech%5D%5B%5D=Artificial%20Intelligence%20%2F%20Machine%20Learning&query=business%20development"
